id,nombre,nombre_corto,bloque,tipo,id_padre,padre,nivel,fundamento,fuente_codigo,fuente_nombre,fuente_url,fuente_fecha,verificado,cobertura,titular,titular_fuente_url,titular_fecha_verificacion,fecha_verificacion,notas,fecha_inicio,fecha_fin,tipo_cambio,id_predecesora
atdt-dgpt,Dirección General de Políticas de Telecomunicaciones,DG Políticas Telecom,Poder Ejecutivo,Dirección General,atdt-cnid,Coordinación Nacional de Infraestructura Digital,5,RI ATDT art. 3,RI_ATDT_2025,Reglamento Interior de la Agencia de Transformación Digital y Telecomunicaciones,https://www.dof.gob.mx/nota_detalle.php?codigo=5747756&fecha=24/01/2025,2025-01-24,Sí,Estructura verificada con actualización normativa posterior al RI de enero de 2025,,,,2026-09-25,La estructura administrativa base procede del RI ATDT de 24-01-2025; la CRT se añade por normativa sectorial posterior de 2025 y su Reglamento Interior de 25-11-2025.,,,,
atdt-dgsat,Dirección General Satelital,DG Satelital,Poder Ejecutivo,Dirección General,atdt-cnid,Coordinación Nacional de Infraestructura Digital,5,RI ATDT art. 3,RI_ATDT_2025,Reglamento Interior de la Agencia de Transformación Digital y Telecomunicaciones,https://www.dof.gob.mx/nota_detalle.php?codigo=5747756&fecha=24/01/2025,2025-01-24,Sí,Estructura verificada con actualización normativa posterior al RI de enero de 2025,,,,2026-09-25,La estructura administrativa base procede del RI ATDT de 24-01-2025; la CRT se añade por normativa sectorial posterior de 2025 y su Reglamento Interior de 25-11-2025.,,,,
atdt-dgaf,Dirección General de Administración y Finanzas,DG Administración y Finanzas,Poder Ejecutivo,Dirección General,sec-21,Agencia de Transformación Digital y Telecomunicaciones,4,RI ATDT art. 3,RI_ATDT_2025,Reglamento Interior de la Agencia de Transformación Digital y Telecomunicaciones,https://www.dof.gob.mx/nota_detalle.php?codigo=5747756&fecha=24/01/2025,2025-01-24,Sí,Estructura verificada con actualización normativa posterior al RI de enero de 2025,,,,2026-09-25,La estructura administrativa base procede del RI ATDT de 24-01-2025; la CRT se añade por normativa sectorial posterior de 2025 y su Reglamento Interior de 25-11-2025.,,,,
atdt-conamer,Comisión Nacional de Mejora Regulatoria,CONAMER,Poder Ejecutivo,Órgano administrativo desconcentrado,sec-21,Agencia de Transformación Digital y Telecomunicaciones,4,RI ATDT art. 3,RI_ATDT_2025,Reglamento Interior de la Agencia de Transformación Digital y Telecomunicaciones,https://www.dof.gob.mx/nota_detalle.php?codigo=5747756&fecha=24/01/2025,2025-01-24,Sí,Estructura verificada con actualización normativa posterior al RI de enero de 2025,,,,2026-09-25,La estructura administrativa base procede del RI ATDT de 24-01-2025; la CRT se añade por normativa sectorial posterior de 2025 y su Reglamento Interior de 25-11-2025.,,,,
atdt-crt,Comisión Reguladora de Telecomunicaciones,CRT,Poder Ejecutivo,Órgano administrativo desconcentrado,sec-21,Agencia de Transformación Digital y Telecomunicaciones,4,LMTR arts. 7 y 8; RI CRT 2025,LMTR_2025,Ley en Materia de Telecomunicaciones y Radiodifusión / normativa de la Comisión Reguladora de Telecomunicaciones,https://www.dof.gob.mx/nota_detalle_popup.php?codigo=5783210,2025-07-16,Sí,Estructura verificada con actualización normativa posterior al RI de enero de 2025,,,,2026-09-25,La estructura administrativa base procede del RI ATDT de 24-01-2025; la CRT se añade por normativa sectorial posterior de 2025 y su Reglamento Interior de 25-11-2025.,,,,
sal-siscam,Subsecretaría de Integración Sectorial y Coordinación de Servicios de Atención Médica,Subsec. Integración Sectorial,Poder Ejecutivo,Subsecretaría,sec-15,Secretaría de Salud,4,RI Salud art. 2 A.I,RI_SALUD_2025,Reglamento Interior de la Secretaría de Salud,https://www.dof.gob.mx/nota_detalle.php?codigo=5750389&fecha=27/02/2025,2025-02-27,Sí,Estructura superior verificada; unidades administrativas del apartado B y OAD del apartado C pendientes,,,,2026-09-25,,,,,
sal-psbp,Subsecretaría de Políticas de Salud y Bienestar Poblacional,Subsec. Políticas de Salud,Poder Ejecutivo,Subsecretaría,sec-15,Secretaría de Salud,4,RI Salud art. 2 A.II,RI_SALUD_2025,Reglamento Interior de la Secretaría de Salud,https://www.dof.gob.mx/nota_detalle.php?codigo=5750389&fecha=27/02/2025,2025-02-27,Sí,Estructura superior verificada; unidades administrativas del apartado B y OAD del apartado C pendientes,,,,2026-09-25,,,,,
sal-uaf,Unidad de Administración y Finanzas,UAF,Poder Ejecutivo,Unidad,sec-15,Secretaría de Salud,4,RI Salud art. 2 A.III,RI_SALUD_2025,Reglamento Interior de la Secretaría de Salud,https://www.dof.gob.mx/nota_detalle.php?codigo=5750389&fecha=27/02/2025,2025-02-27,Sí,Estructura superior verificada; unidades administrativas del apartado B y OAD del apartado C pendientes,,,,2026-09-25,,,,,
sal-ugaj,Unidad General de Asuntos Jurídicos,UGAJ,Poder Ejecutivo,Unidad General,sec-15,Secretaría de Salud,4,RI Salud art. 2 A.IV,RI_SALUD_2025,Reglamento Interior de la Secretaría de Salud,https://www.dof.gob.mx/nota_detalle.php?codigo=5750389&fecha=27/02/2025,2025-02-27,Sí,Estructura superior verificada; unidades administrativas del apartado B y OAD del apartado C pendientes,,,,2026-09-25,,,,,
sal-ccinshae,Comisión Coordinadora de Institutos Nacionales de Salud y Hospitales de Alta Especialidad,CCINSHAE,Poder Ejecutivo,Comisión Coordinadora,sec-15,Secretaría de Salud,4,RI Salud art. 2 A.V,RI_SALUD_2025,Reglamento Interior de la Secretaría de Salud,https://www.dof.gob.mx/nota_detalle.php?codigo=5750389&fecha=27/02/2025,2025-02-27,Sí,Estructura superior verificada; unidades administrativas del apartado B y OAD del apartado C pendientes,,,,2026-09-25,,,,,
sal-ucvps,Unidad Coordinadora de Vinculación y Participación Social,Unidad Vinculación Social,Poder Ejecutivo,Unidad,sec-15,Secretaría de Salud,4,RI Salud art. 2 A.VI,RI_SALUD_2025,Reglamento Interior de la Secretaría de Salud,https://www.dof.gob.mx/nota_detalle.php?codigo=5750389&fecha=27/02/2025,2025-02-27,Sí,Estructura superior verificada; unidades administrativas del apartado B y OAD del apartado C pendientes,,,,2026-09-25,,,,,
sal-uaeis,Unidad de Análisis Económico e Investigación en Salud,Unidad Análisis Económico,Poder Ejecutivo,Unidad,sec-15,Secretaría de Salud,4,RI Salud art. 2 A.VII,RI_SALUD_2025,Reglamento Interior de la Secretaría de Salud,https://www.dof.gob.mx/nota_detalle.php?codigo=5750389&fecha=27/02/2025,2025-02-27,Sí,Estructura superior verificada; unidades administrativas del apartado B y OAD del apartado C pendientes,,,,2026-09-25,,,,,
sal-uaais,Unidad de Acceso y Abasto de Insumos para la Salud,Unidad Acceso y Abasto,Poder Ejecutivo,Unidad,sec-15,Secretaría de Salud,4,RI Salud art. 2 A.VIII,RI_SALUD_2025,Reglamento Interior de la Secretaría de Salud,https://www.dof.gob.mx/nota_detalle.php?codigo=5750389&fecha=27/02/2025,2025-02-27,Sí,Estructura superior verificada; unidades administrativas del apartado B y OAD del apartado C pendientes,,,,2026-09-25,,,,,
fed-root,Entidades federativas,32 entidades,Entidades federativas,Bloque territorial,,Estado mexicano,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,32 entidades federativas individualizadas; estructuras estatales internas pendientes,,,,2026-09-25,Nodo agregado incorporado en v0.3 para evitar saturación visual del panorama; las 32 entidades se exploran en una vista territorial específica.,,,,
segob-subgob,Subsecretaría de Gobernación,Subsec. Gobernación,Poder Ejecutivo,Subsecretaría,sec-0,Secretaría de Gobernación,4,RI SEGOB art. 3 A.1,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Estructura básica verificada; desagregación inferior selectiva,,,,2026-09-25,,,,,
segob-subdh,"Subsecretaría de Derechos Humanos, Población y Migración",Subsec. DDHH/Población,Poder Ejecutivo,Subsecretaría,sec-0,Secretaría de Gobernación,4,RI SEGOB art. 3 A.2,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Estructura básica verificada; desagregación inferior selectiva,,,,2026-09-25,,,,,
segob-subpaz,"Subsecretaría de Construcción de Paz, Participación Social y Asuntos Religiosos",Subsec. Construcción de Paz,Poder Ejecutivo,Subsecretaría,sec-0,Secretaría de Gobernación,4,RI SEGOB art. 3 A.3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Estructura básica verificada; desagregación inferior selectiva,,,,2026-09-25,,,,,
segob-upsei,"Unidad de Proyectos, Seguimiento y Evaluación Institucional",UPSEI,Poder Ejecutivo,Unidad,sec-0,Secretaría de Gobernación,4,RI SEGOB art. 3 A.4,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Estructura básica verificada; desagregación inferior selectiva,,,,2026-09-25,,,,,
segob-ugaj,Unidad General de Asuntos Jurídicos,UGAJ,Poder Ejecutivo,Unidad General,sec-0,Secretaría de Gobernación,4,RI SEGOB art. 3 A.5,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Estructura básica verificada; desagregación inferior selectiva,,,,2026-09-25,,,,,
segob-uaf,Unidad de Administración y Finanzas,UAF,Poder Ejecutivo,Unidad,sec-0,Secretaría de Gobernación,4,RI SEGOB art. 3 A.6,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Estructura básica verificada; desagregación inferior selectiva,,,,2026-09-25,,,,,
segob-dgcs,Dirección General de Comunicación Social,DGCS,Poder Ejecutivo,Dirección General,sec-0,Secretaría de Gobernación,4,RI SEGOB art. 3 A.7,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Estructura básica verificada; desagregación inferior selectiva,,,,2026-09-25,,,,,
segob-ugob,Unidad de Gobierno,Unidad de Gobierno,Poder Ejecutivo,Unidad,segob-subgob,Subsecretaría de Gobernación,5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-upiai,Unidad de Política Interior y Análisis de Información,Política Interior,Poder Ejecutivo,Unidad,segob-subgob,Subsecretaría de Gobernación,5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-uenlace,Unidad de Enlace,Unidad de Enlace,Poder Ejecutivo,Unidad,segob-subgob,Subsecretaría de Gobernación,5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-unmc,Unidad de Normatividad de Medios de Comunicación,Normatividad Medios,Poder Ejecutivo,Unidad,segob-subgob,Subsecretaría de Gobernación,5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-uaos,Unidad para la Atención de las Organizaciones Sociales,Atención Org. Sociales,Poder Ejecutivo,Unidad,segob-subgob,Subsecretaría de Gobernación,5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-uddh,Unidad para la Defensa de los Derechos Humanos,Defensa DDHH,Poder Ejecutivo,Unidad,segob-subdh,"Subsecretaría de Derechos Humanos, Población y Migración",5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-upmri,"Unidad de Política Migratoria, Registro e Identidad de Personas",Política Migratoria,Poder Ejecutivo,Unidad,segob-subdh,"Subsecretaría de Derechos Humanos, Población y Migración",5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-uasj,Unidad de Apoyo al Sistema de Justicia,Apoyo Sist. Justicia,Poder Ejecutivo,Unidad,segob-subdh,"Subsecretaría de Derechos Humanos, Población y Migración",5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-cdpim,Comisión para el Diálogo con los Pueblos Indígenas de México,Diálogo Pueblos Indígenas,Poder Ejecutivo,Comisión,segob-subdh,"Subsecretaría de Derechos Humanos, Población y Migración",5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-ump,Unidad de Mesas de Paz,Mesas de Paz,Poder Ejecutivo,Unidad,segob-subpaz,"Subsecretaría de Construcción de Paz, Participación Social y Asuntos Religiosos",5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-upsc,"Unidad de Participación Social, Consultas y Construcción de Ciudadanía",Participación Social,Poder Ejecutivo,Unidad,segob-subpaz,"Subsecretaría de Construcción de Paz, Participación Social y Asuntos Religiosos",5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-uevdd,"Unidad de Estrategias para la Vinculación, Desarrollo Democrático y Fomento Cívico",Vinculación Democrática,Poder Ejecutivo,Unidad,segob-subpaz,"Subsecretaría de Construcción de Paz, Participación Social y Asuntos Religiosos",5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-uar,"Unidad de Asuntos Religiosos, Prevención Social y la Reconstrucción del Tejido Social",Asuntos Religiosos,Poder Ejecutivo,Unidad,segob-subpaz,"Subsecretaría de Construcción de Paz, Participación Social y Asuntos Religiosos",5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-dgjs,Dirección General de Juegos y Sorteos,Juegos y Sorteos,Poder Ejecutivo,Dirección General,segob-subpaz,"Subsecretaría de Construcción de Paz, Participación Social y Asuntos Religiosos",5,RI SEGOB art. 3,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Unidad inmediata verificada en el artículo 3,,,,2026-09-25,,,,,
segob-inafed,Instituto Nacional para el Federalismo y el Desarrollo Municipal,INAFED,Poder Ejecutivo,Órgano administrativo desconcentrado,segob-subgob,Subsecretaría de Gobernación,5,RI SEGOB art. 3 B,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
segob-cepropie,Centro de Producción de Programas Informativos y Especiales,CEPROPIE,Poder Ejecutivo,Órgano administrativo desconcentrado,segob-subgob,Subsecretaría de Gobernación,5,RI SEGOB art. 3 B,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
segob-inm,Instituto Nacional de Migración,INM,Poder Ejecutivo,Órgano administrativo desconcentrado,segob-subdh,"Subsecretaría de Derechos Humanos, Población y Migración",5,RI SEGOB art. 3 B,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
segob-conapo,Secretaría Técnica del Consejo Nacional de Población,ST CONAPO,Poder Ejecutivo,Órgano administrativo desconcentrado,segob-subdh,"Subsecretaría de Derechos Humanos, Población y Migración",5,RI SEGOB art. 3 B,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
segob-comar,Coordinación General de la Comisión Mexicana de Ayuda a Refugiados,COMAR,Poder Ejecutivo,Órgano administrativo desconcentrado,segob-subdh,"Subsecretaría de Derechos Humanos, Población y Migración",5,RI SEGOB art. 3 B,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
segob-fronsur,Coordinación para la Atención Integral de la Migración en la Frontera Sur,Frontera Sur,Poder Ejecutivo,Órgano administrativo desconcentrado,segob-subdh,"Subsecretaría de Derechos Humanos, Población y Migración",5,RI SEGOB art. 3 B,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
segob-cnb,Comisión Nacional de Búsqueda de Personas,CNB,Poder Ejecutivo,Órgano administrativo desconcentrado,segob-subdh,"Subsecretaría de Derechos Humanos, Población y Migración",5,RI SEGOB art. 3 B,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
segob-sipinna,"Secretaría Ejecutiva del Sistema Nacional de Protección Integral de Niñas, Niños y Adolescentes",SIPINNA,Poder Ejecutivo,Órgano administrativo desconcentrado,segob-subdh,"Subsecretaría de Derechos Humanos, Población y Migración",5,RI SEGOB art. 3 B,RI_SEGOB_2025,Reglamento Interior de la Secretaría de Gobernación,https://dof.gob.mx/abrirPDF.php?anio=2025&archivo=21032025-VES.pdf&repo=repositorio%2F,2025-03-21,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
shcp-subhac,Subsecretaría de Hacienda y Crédito Público,Subsec. Hacienda,Poder Ejecutivo,Subsecretaría,sec-5,Secretaría de Hacienda y Crédito Público,4,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Estructura superior verificada; contraste integral con artículo 4/manual pendiente,,,,2026-09-25,Adscripción representada a partir del régimen de suplencias del artículo 50; no equivale a haber transcrito la totalidad de la estructura autorizada.,,,,
shcp-subing,Subsecretaría de Ingresos,Subsec. Ingresos,Poder Ejecutivo,Subsecretaría,sec-5,Secretaría de Hacienda y Crédito Público,4,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Estructura superior verificada; contraste integral con artículo 4/manual pendiente,,,,2026-09-25,Adscripción representada a partir del régimen de suplencias del artículo 50; no equivale a haber transcrito la totalidad de la estructura autorizada.,,,,
shcp-subeg,Subsecretaría de Egresos,Subsec. Egresos,Poder Ejecutivo,Subsecretaría,sec-5,Secretaría de Hacienda y Crédito Público,4,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Estructura superior verificada; contraste integral con artículo 4/manual pendiente,,,,2026-09-25,Adscripción representada a partir del régimen de suplencias del artículo 50; no equivale a haber transcrito la totalidad de la estructura autorizada.,,,,
shcp-pff,Procuraduría Fiscal de la Federación,PFF,Poder Ejecutivo,Procuraduría,sec-5,Secretaría de Hacienda y Crédito Público,4,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Estructura superior verificada; contraste integral con artículo 4/manual pendiente,,,,2026-09-25,Adscripción representada a partir del régimen de suplencias del artículo 50; no equivale a haber transcrito la totalidad de la estructura autorizada.,,,,
shcp-ucef,Unidad de Coordinación con Entidades Federativas,UCEF,Poder Ejecutivo,Unidad,sec-5,Secretaría de Hacienda y Crédito Público,4,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Estructura superior verificada; contraste integral con artículo 4/manual pendiente,,,,2026-09-25,Adscripción representada a partir del régimen de suplencias del artículo 50; no equivale a haber transcrito la totalidad de la estructura autorizada.,,,,
shcp-uaf,Unidad de Administración y Finanzas,UAF,Poder Ejecutivo,Unidad,sec-5,Secretaría de Hacienda y Crédito Público,4,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Estructura superior verificada; contraste integral con artículo 4/manual pendiente,,,,2026-09-25,Adscripción representada a partir del régimen de suplencias del artículo 50; no equivale a haber transcrito la totalidad de la estructura autorizada.,,,,
shcp-tesofe,Tesorería de la Federación,TESOFE,Poder Ejecutivo,Tesorería,sec-5,Secretaría de Hacienda y Crédito Público,4,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Estructura superior verificada; contraste integral con artículo 4/manual pendiente,,,,2026-09-25,Adscripción representada a partir del régimen de suplencias del artículo 50; no equivale a haber transcrito la totalidad de la estructura autorizada.,,,,
shcp-uif,Unidad de Inteligencia Financiera,UIF,Poder Ejecutivo,Unidad,sec-5,Secretaría de Hacienda y Crédito Público,4,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Estructura superior verificada; contraste integral con artículo 4/manual pendiente,,,,2026-09-25,Adscripción representada a partir del régimen de suplencias del artículo 50; no equivale a haber transcrito la totalidad de la estructura autorizada.,,,,
shcp-ucpaih,Unidad de Crédito Público y Asuntos Internacionales de Hacienda,Crédito Público,Poder Ejecutivo,Unidad,shcp-subhac,Subsecretaría de Hacienda y Crédito Público,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-upehp,Unidad de Planeación Económica de la Hacienda Pública,Planeación Económica,Poder Ejecutivo,Unidad,shcp-subhac,Subsecretaría de Hacienda y Crédito Público,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-upit,Unidad de Política de Ingresos Tributarios,Ingresos Tributarios,Poder Ejecutivo,Unidad,shcp-subing,Subsecretaría de Ingresos,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
shcp-upinth,Unidad de Política de Ingresos no Tributarios y sobre Hidrocarburos,Ingresos no Tributarios,Poder Ejecutivo,Unidad,shcp-subing,Subsecretaría de Ingresos,5,RI SHCP art. 50,RI_SHCP_2025,Decreto de reforma al Reglamento Interior de la Secretaría de Hacienda y Crédito Público,https://www.dof.gob.mx/nota_detalle.php?codigo=5750009&fecha=24/02/2025,2025-02-24,Sí,Unidad adscrita identificada en el régimen de suplencias del RI,,,,2026-09-25,Relación cargada con base en el artículo 50; la v0.4 deberá contrastar artículo 4/manual de organización para cerrar exhaustividad.,,,,
